PID,distr-focus avg,distr-focus std,own-focus avg,own-focus std,office-focus avg,office-focus std,own-distr avg,own-distr std,office-distr avg,office-distr std,office-own avg,office-own std,focus-distr avg,focus-distr std,focus-own avg,focus-own std,focus-office avg,focus-office std,distr-own avg,distr-own std,distr-office avg,distr-office std,own-office avg,own-office std
P01,0.003587301587301586,0.018006171781426005,0.0184700176366843,0.016584662227063743,0.015594246031746034,0.020195421644278976,0.014882716049382717,0.020518591871925455,0.012006944444444445,0.031886063046251197,-0.0028757716049382727,0.024883873035092513,-0.003587301587301586,0.018006171781426005,-0.0184700176366843,0.016584662227063743,-0.015594246031746034,0.020195421644278976,-0.014882716049382717,0.020518591871925455,-0.012006944444444445,0.031886063046251197,0.0028757716049382727,0.024883873035092513
P02,0.0016527777777777775,0.008984114495686537,0.0048710317460317456,0.009215312541052359,0.017085317460317464,0.0321283993425158,0.0032182539682539687,0.01177527395518154,0.015432539682539683,0.033974138156722435,0.012214285714285714,0.03399057385860214,-0.0016527777777777775,0.008984114495686537,-0.0048710317460317456,0.009215312541052359,-0.017085317460317464,0.0321283993425158,-0.0032182539682539687,0.01177527395518154,-0.015432539682539683,0.033974138156722435,-0.012214285714285714,0.03399057385860214
P03,0.0022708333333333335,0.005774667799488075,0.0018124999999999999,0.0029361699116365867,0.00042534722222222225,0.0024404257676225753,-0.00045833333333333295,0.004450148249715332,-0.001845486111111111,0.0037519120479082655,-0.001387152777777778,0.002485494545479746,-0.0022708333333333335,0.005774667799488075,-0.0018124999999999999,0.0029361699116365867,-0.00042534722222222225,0.0024404257676225753,0.00045833333333333295,0.004450148249715332,0.001845486111111111,0.0037519120479082655,0.001387152777777778,0.002485494545479746
P04,0.0016921296296296207,0.0424923693893014,0.0076739417989417965,0.042886644769953394,0.01364649470899471,0.032082332622334765,0.00598181216931217,0.03714332463540939,0.011954365079365085,0.028962449097968957,0.005972552910052916,0.03727667701617922,-0.0016921296296296207,0.0424923693893014,-0.0076739417989417965,0.042886644769953394,-0.01364649470899471,0.032082332622334765,-0.00598181216931217,0.03714332463540939,-0.011954365079365085,0.028962449097968957,-0.005972552910052916,0.03727667701617922
P05,0.013236111111111113,0.01127564806108859,0.015087962962962966,0.015631548696253585,0.021652777777777774,0.01299779628757634,0.0018518518518518524,0.015018278757733627,0.00841666666666666,0.018941002456947048,0.00656481481481481,0.021348990765877818,-0.013236111111111113,0.01127564806108859,-0.015087962962962966,0.015631548696253585,-0.021652777777777774,0.01299779628757634,-0.0018518518518518524,0.015018278757733627,-0.00841666666666666,0.018941002456947048,-0.00656481481481481,0.021348990765877818
P07,-0.11236556590987941,0.19467860497209802,0.14787113790947465,0.2343533697043084,-0.027678267394541267,0.19722090524962538,0.26023670381935404,0.07586340948898362,0.08468729851533813,0.23683109000188707,-0.17554940530401592,0.24012720009111732,0.11236556590987941,0.19467860497209802,-0.14787113790947465,0.2343533697043084,0.027678267394541267,0.19722090524962538,-0.26023670381935404,0.07586340948898362,-0.08468729851533813,0.23683109000188707,0.17554940530401592,0.24012720009111732
P08,-0.0025277777777777777,0.005223330260700129,1.3888888888889022e-05,0.00633685026620452,-0.0008611111111111105,0.007824808205751124,0.002541666666666666,0.006860478490853008,0.001666666666666667,0.004802262841105402,-0.0008749999999999995,0.007104692741464424,0.0025277777777777777,0.005223330260700129,-1.3888888888889022e-05,0.00633685026620452,0.0008611111111111105,0.007824808205751124,-0.002541666666666666,0.006860478490853008,-0.001666666666666667,0.004802262841105402,0.0008749999999999995,0.007104692741464424
P10,-0.0001718865951561687,0.017975003970559265,0.007842040241516558,0.02059478166977835,0.005314224515954943,0.01245197275762925,0.008013926836672729,0.02340960662997783,0.005486111111111112,0.0228064441527008,-0.002527815725561618,0.02779062270529538,0.0001718865951561687,0.017975003970559265,-0.007842040241516558,0.02059478166977835,-0.005314224515954943,0.01245197275762925,-0.008013926836672729,0.02340960662997783,-0.005486111111111112,0.0228064441527008,0.002527815725561618,0.02779062270529538
P12,0.016872647237401332,0.022503053824156717,-0.0062846842744383735,0.016472031596964986,0.0031782027929568926,0.01557228212265449,-0.023157331511839706,0.021669332991210193,-0.013694444444444443,0.01710831506737132,0.009462887067395266,0.012650658439410071,-0.016872647237401332,0.022503053824156717,0.0062846842744383735,0.016472031596964986,-0.0031782027929568926,0.01557228212265449,0.023157331511839706,0.021669332991210193,0.013694444444444443,0.01710831506737132,-0.009462887067395266,0.012650658439410071
P13,-0.009050925925925928,0.014481243929803067,-0.002953703703703703,0.01199792434609172,-0.011106481481481481,0.011952673557757965,0.006097222222222224,0.010422470605308444,-0.0020555555555555535,0.009354308441555317,-0.008152777777777778,0.004014225283866071,0.009050925925925928,0.014481243929803067,0.002953703703703703,0.01199792434609172,0.011106481481481481,0.011952673557757965,-0.006097222222222224,0.010422470605308444,0.0020555555555555535,0.009354308441555317,0.008152777777777778,0.004014225283866071
