,task 1,task 2,task 3,task 4
0,-1.2290314704287009,-2.596801604328553,6.762395662088225,-5.8582906791221525
1,-1.934173039855456,-3.6338812974697055,-2.647275933552516,-1.8548677507757219
2,20.175890470190886,-2.6457544067730403,8.80557761407444,-8.338997478131137
3,-3.9441544449614785,-2.7591866436123915,-3.9121085275361263,-7.706794369592124
4,-6.2437761246660255,-1.725834695462175,-2.5086097915137784,-2.9972145415697518
5,-8.419675977873393,-5.261988136424497,-0.9769788490152136,-6.875581533005746
6,-1.8907087903445516,-18.422933476536297,-0.7497742292898109,-2.074830924917164
7,-5.261260238624498,-5.0470788893486915,-1.9478447273512736,21.36728826282652
8,-6.963240584908825,-4.974823697823541,-6.021297227125255,10.888917969689428
9,28.470425223414768,-2.5026503885364546,20.244102771778746,-4.780287928174549
10,20.100653594598477,-1.772284423531214,-12.946526436556379,-1.3251369781682922
11,-26.62927890433842,-4.4773097695179045,-7.088933867969894,-3.8304896967991473
12,-9.187136996860724,-29.644565525714782,-3.308727760307781,-2.5713401916923835
13,-5.785945516132196,-7.4895986557934915,-10.819907579134753,-2.6003096867775364
14,-1.9630483349836019,-2.716621248099714,-4.766740935652622,-3.593411710335514
15,50.32503904034739,-1.9857915122672083,-2.8025458734228783,-2.1235682648328176
16,-17.359328687595912,6.592474867122277,-5.2076373169255366,-2.4358178388069343
17,168.05743323476057,-29.535330447712106,-7.984598682021804,-4.6774593804050495
18,74.48129182749516,10.964573479833241,-1.5764146811324529,-2.614874345126128
19,-1.6453175040273469,46.36231230136332,-13.896669392984354,-3.6774614685726754
20,-6.2831916265982946,13.489976472890573,-2.646198957703523,-1.1724642690870275
21,-10.995820028170993,-2.093376204256222,-2.478306317845433,-2.9823957221906485
22,-2.897956842310633,-5.670517312767371,-2.5351407014300333,-1.128313101415
23,-2.1342280730137904,-13.313371623675756,-1.2355844903670397,-1.4107031739091351
24,-4.638846218427844,-13.7422056348951,-0.670247981500472,-1.898484545537212
25,-4.563806729495635,-4.0378637336327765,-0.7367420817405901,-1.6070952953382138
26,-5.810005907087072,-6.035495199188043,-0.8558560151876708,-1.1548010004782436
27,-4.691890467980913,-2.3718806606205143,-3.660562075459525,-1.5441282700288788
28,-2.2446344434931422,-5.4156294122602535,-2.15230883424384,-5.522130271235294
29,-0.9563993219783342,-1.6293856739163255,-19.511985808863567,-1.6447524800607864
30,-0.5395210883648859,5.361245820695919,-3.0935899529843778,-2.848475485180088
31,-2.7757848455669367,-10.161419926469392,-0.7423725581045165,-1.5902274526192235
32,-3.2623555034826897,-5.794732006356585,-0.6351528535335833,-1.458784000253945
33,-2.352391759235439,-1.4123376224399944,-0.8105248752801054,-1.3797287513671066
34,-1.4545312471722294,-11.140034325230525,-2.7554402376947364,-7.422025240193335
35,-1.0853195564114817,-14.549091610009407,-0.12613843407726613,-3.569725584936269
36,-1.5465949837914943,16.286091557938686,0.3217795728112036,-2.859704747275761
37,-0.8677480291355603,-2.645637858991,0.20428824682111432,
38,,,,
39,,,,
40,,,,
