,distr-focus,own-focus,office-focus,own-distr,office-distr,office-own
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,1.0,0.75,1.0,0.75,-0.25
5,0.0,0.5,0.0,0.5,0.0,-0.5
6,0.0,0.5,,0.5,,
7,0.0,0.0,,0.0,,
8,0.0,0.5,,0.5,,
9,0.0,0.0,,0.0,,
10,0.0,0.5,,0.5,,
11,0.0,0.5,,0.5,,
12,0.0,0.0,,0.0,,
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.25,0.5,0.25,0.5,0.25
15,0.0,0.0,,0.0,,
16,0.0,0.5,,0.5,,
17,0.0,1.0,1.0,1.0,1.0,0.0
18,0.0,1.0,1.0,1.0,1.0,0.0
19,0.0,1.0,1.0,1.0,1.0,0.0
20,-1.0,-0.5,0.0,0.5,1.0,0.5
21,-1.0,-0.75,-0.25,0.25,0.75,0.5
22,-0.75,-0.25,-0.25,0.5,0.5,0.0
23,-1.0,-0.25,,0.75,,
24,0.0,0.0,1.0,0.0,1.0,1.0
25,-0.75,-0.75,0.0,0.0,0.75,0.75
26,0.0,0.0,0.25,0.0,0.25,0.25
27,,,,0.0,0.25,0.25
28,-0.75,-0.75,-0.75,0.0,0.0,0.0
29,-1.0,-1.0,-1.0,0.0,0.0,0.0
30,-1.0,-1.0,-1.0,0.0,0.0,0.0
31,-1.0,-1.0,-0.75,0.0,0.25,0.25
32,-0.5,-0.25,-0.5,0.25,0.0,-0.25
33,-1.0,-1.0,,0.0,,
34,-0.75,-0.25,0.25,0.5,1.0,0.5
35,-0.25,0.0,0.75,0.25,1.0,0.75
36,-0.5,-0.5,,0.0,,
37,,,,,,
38,,,,,,
39,,,,,,
40,,,,,,
