,task 1,task 2,task 3,task 4
0,-0.004644808743169408,-0.2444444444444445,0.0969945355191257,-0.3357027206753983
1,-0.0046448087431694065,-0.20555555555555555,0.08921675774134794,-0.10217538381472807
2,0.046466302367941706,-0.13555555555555554,0.14255009107468125,-0.26610395524329955
3,0.01979963570127504,-0.1852777777777778,0.22032786885245906,-0.2855483996877439
4,0.02757741347905281,-0.21777777777777774,0.4127352762598664,0.14679287015352588
5,0.0364663023679417,-0.2355555555555555,0.25782786885245895,-0.3702706219099662
6,0.006466302367941703,-0.2477777777777777,0.3110156995402897,
7,0.0464663023679417,-0.17666666666666667,-0.21967213114754103,
8,0.020910746812386145,-0.1866666666666667,0.21366120218579235,
9,-0.012422586520947188,-0.2377777777777777,0.06604215456674471,
10,0.029799635701275036,-0.21777777777777774,0.24255009107468126,
11,0.007577413479052819,-0.2177777777777778,0.2628675513921416,
12,-0.04464480874316941,-0.24277777777777776,0.0719945355191257,
13,-0.0046448087431694065,-0.21666666666666665,0.030327868852459056,-0.3702706219099662
14,-0.04464480874316941,-0.18777777777777774,0.08032786885245903,0.12972937809003382
15,0.016466302367941704,-0.060000000000000026,-0.21967213114754094,
16,0.017577413479052808,0.06874999999999998,0.2803278688524591,
17,0.018688524590163926,-0.032222222222222235,0.5016682568595137,0.4026460447567005
18,0.040910746812386135,-0.07555555555555557,0.4225500910746812,0.40528493364558943
19,0.006466302367941707,0.08285714285714284,0.3369945355191257,0.33972937809003384
20,-0.01464480874316941,0.4436507936507936,0.32032786885245895,0.2367135050741608
21,0.0750774134790528,0.3933333333333333,0.22477231329690345,0.16639604475670047
22,0.12757741347905285,0.3277777777777777,0.25255009107468124,0.02972937809003381
23,0.12979963570127506,0.2847222222222222,0.3247723132969035,
24,-0.0046448087431694065,-0.2777777777777778,0.23032786885245896,0.3630627114233672
25,-0.003533697632058297,0.26388888888888884,0.03477231329690348,0.18528493364558934
26,-0.004644808743169405,0.02222222222222221,0.03255009107468125,0.1197293780900338
27,0.057577413479052826,,0.0658834244080146,0.023062711423367157
28,0.01646630236794171,0.2222222222222222,-0.02744990892531875,0.05036429872495445
29,0.005355191256830594,0.3830555555555556,0.0003278688524590345,0.045284933645589366
30,0.01646630236794171,0.3688888888888888,-0.058561020036429864,-0.08804839968774393
31,0.0653551912568306,0.25666666666666665,0.1958834244080146,0.05417382253447826
32,0.006466302367941703,0.20777777777777776,0.21532786885245905,-0.18508543672478106
33,0.07043455633619566,0.33444444444444443,0.02699453551912569,
34,-0.0035336976320583017,0.2961111111111111,0.2158834244080146,0.281845780206436
35,0.08868852459016394,0.22444444444444445,0.229216757741348,0.3963960447567005
36,0.07313296903460836,0.2074074074074074,0.024772313296903475,
37,,,,
38,,,,
39,,,,
40,,,,
