,task 2 minus task 1,task 3 minus task 1,task 4 minus task 1,task 3 minus task 2,task 4 minus task 2,task 4 minus task 3
0,-0.05000000000000001,-0.05000000000000001,-0.03333333333333334,0.0,0.016666666666666666,0.016666666666666666
1,-0.07222222222222223,-0.07222222222222223,-0.06222222222222223,0.0,0.01,0.01
2,0.0,0.0,0.05,0.0,0.05,0.05
3,0.030000000000000006,0.0,0.0975,-0.030000000000000006,0.0675,0.0975
4,-0.1,-0.1,-0.046666666666666676,0.0,0.05333333333333333,0.05333333333333333
5,0.01,0.0,0.031111111111111114,-0.01,0.021111111111111115,0.031111111111111114
6,-0.05,-0.05,-0.04,0.0,0.01,0.01
7,0.04000000000000001,-0.02888888888888888,0.010000000000000009,-0.06888888888888889,-0.03,0.03888888888888889
8,0.023333333333333334,-0.02,0.059999999999999984,-0.043333333333333335,0.03666666666666665,0.07999999999999999
9,-0.021111111111111112,-0.021111111111111112,0.03888888888888889,0.0,0.06,0.06
10,-0.010000000000000002,-0.052222222222222225,-0.061111111111111116,-0.04222222222222223,-0.05111111111111112,-0.00888888888888889
11,-0.060000000000000005,-0.05,-0.060000000000000005,0.01,0.0,-0.01
12,-0.02,0.010000000000000005,0.011111111111111113,0.030000000000000006,0.031111111111111114,0.0011111111111111079
13,0.0,0.030000000000000006,0.030000000000000006,0.030000000000000006,0.030000000000000006,0.0
14,0.01,0.051111111111111114,0.04,0.04111111111111111,0.03,-0.011111111111111113
15,-0.01111111111111111,0.00888888888888889,0.061111111111111116,0.02,0.07222222222222223,0.052222222222222225
16,-0.02,-0.03,0.03333333333333332,-0.01,0.053333333333333316,0.06333333333333332
17,-0.030000000000000006,-0.020000000000000004,0.12,0.01,0.15,0.13999999999999999
18,0.01,-0.01,0.020000000000000004,-0.02,0.010000000000000005,0.030000000000000006
19,0.05111111111111112,-0.01,-0.01,-0.06111111111111112,-0.06111111111111112,0.0
20,0.01,0.0,0.0,-0.01,-0.01,0.0
21,-0.01,0.02,-0.02,0.03,-0.01,-0.04
22,-0.01,0.011111111111111112,-0.01,0.021111111111111112,0.0,-0.021111111111111112
23,0.0,0.04,0.01,0.04,0.01,-0.03
24,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
25,-0.030000000000000006,0.04,0.10333333333333336,0.07,0.13333333333333336,0.06333333333333335
26,-0.01111111111111111,0.031111111111111114,-0.01111111111111111,0.042222222222222223,0.0,-0.042222222222222223
27,-0.06222222222222223,-0.04222222222222223,-0.06222222222222223,0.02,0.0,-0.02
28,-0.061111111111111116,-0.052222222222222225,-0.06222222222222223,0.00888888888888889,-0.0011111111111111096,-0.01
29,-0.049999999999999996,-0.039999999999999994,-0.06,0.01,-0.01,-0.02
30,-0.030000000000000006,-0.020000000000000004,-0.030000000000000006,0.01,0.0,-0.01
31,0.05222222222222223,0.021111111111111112,0.0,-0.03111111111111112,-0.05222222222222223,-0.021111111111111112
32,0.040000000000000015,-0.0011111111111111113,-0.04111111111111111,-0.041111111111111126,-0.08111111111111113,-0.04
33,-0.09000000000000001,-0.05111111111111112,-0.09111111111111113,0.03888888888888889,-0.0011111111111111096,-0.04
34,-0.05,0.04333333333333332,-0.030000000000000002,0.09333333333333332,0.02,-0.07333333333333332
35,-0.01,-0.01,0.02222222222222222,0.0,0.03222222222222222,0.03222222222222222
36,-0.04444444444444445,-0.04444444444444445,-0.04444444444444445,0.0,0.0,0.0
37,-0.0455026455026455,-0.07407407407407407,,-0.028571428571428567,,
38,,,,,,
39,,,,,,
40,,,,,,
