,task 2 minus task 1,task 3 minus task 1,task 4 minus task 1,task 3 minus task 2,task 4 minus task 2,task 4 minus task 3
0,0.6182329650078398,0.005263810516540679,-7.197564964470164,-0.6129691544912991,-7.815797929478004,-7.202828774986705
1,-0.07538860674419351,-0.09612519590304891,-1.1200855723301286,-0.0207365891588554,-1.044696965585935,-1.0239603764270795
2,-0.07471801222012597,0.2588349457154924,-0.4124526506321403,0.3335529579356184,-0.33773463841201434,-0.6712875963476328
3,-0.20912171651470352,0.17963400247658023,-0.48160039774488284,0.38875571899128375,-0.27247868123017926,-0.6612344002214631
4,-0.1782336927022087,0.9071165504519374,-0.5459540499706946,1.085350243154146,-0.3677203572684859,-1.453070600422632
5,-27.809557388559142,-9.616965295487075,-0.5507484207156452,18.192592093072065,27.258808967843496,9.066216874771431
6,-0.2406352242436003,0.6066573607594098,-0.09141281905525217,0.8472925850030101,0.14922240518834812,-0.698070179814662
7,-0.19553046406088997,0.30957479798058435,-0.26813194654403916,0.5051052620414743,-0.07260148248314917,-0.5777067445246235
8,-0.2365666006916971,-2.7321304132758524,-0.17497098044963463,-2.4955638125841553,0.061595620242062485,2.557159432826218
9,-0.1455228522955179,0.18204681576877624,-0.2652257689942262,0.3275696680642941,-0.11970291669870825,-0.4472725847630024
10,-0.1818166939896329,1.0816828862959156,-0.47637654794835405,1.2634995802855484,-0.29455985395872114,-1.5580594342442695
11,-0.04497351459371926,0.2177109177423507,-0.23944408717340288,0.26268443233607,-0.19447057257968361,-0.4571550049157536
12,0.19830276383464768,0.13454882797491674,-2.046528625067967,-0.06375393585973094,-2.244831388902615,-2.181077453042884
13,-0.1824822252048115,-0.14041061910838143,-0.3533500517347752,0.04207160609643007,-0.17086782652996366,-0.21293943262639373
14,-0.2288109829239377,-0.14888263756025932,-0.5311151492806087,0.07992834536367838,-0.30230416635667096,-0.38223251172034933
15,0.18386366820280253,0.15337094254497263,-0.30806708261672755,-0.0304927256578299,-0.4919307508195301,-0.4614380251617002
16,0.5473708350465756,0.16655043556610277,-0.3448174699548854,-0.38082039948047275,-0.892188305001461,-0.5113679055209881
17,-0.3156572433626211,0.8428827159685797,-0.20372276187670962,1.158539959331201,0.11193448148591145,-1.0466054778452893
18,-0.35541075692666246,0.27557622530923387,-0.3549924761494464,0.6309869822358963,0.0004182807772161179,-0.6305687014586803
19,-0.08838130137138334,0.191632344038753,-0.7835450894014296,0.28001364541013635,-0.6951637880300463,-0.9751774334401826
20,0.13890860594209153,-0.18952996138350975,-0.626871525130575,-0.3284385673256013,-0.7657801310726664,-0.4373415637470652
21,0.306995425415204,0.21190344475159767,-0.2523617502198855,-0.09509198066360636,-0.5593571756350896,-0.4642651949714832
22,-0.11776926525577547,0.1269483304916874,-0.4210970868126877,0.24471759574746288,-0.30332782155691224,-0.5480454173043752
23,0.061125001262087586,0.3364483050128291,-0.08599940831059905,0.2753233037507415,-0.14712440957268663,-0.4224477133234281
24,0.019438829919012912,0.30804754902104,-0.0009217073734815728,0.28860871910202707,-0.020360537292494485,-0.30896925639452155
25,-0.1050921587986916,0.2654491068516337,0.057428510064461424,0.3705412656503253,0.16252066886315303,-0.20802059678717227
26,0.724106997586222,1.1473165298577548,-0.5698786201091508,0.4232095322715328,-1.2939856176953728,-1.7171951499669056
27,0.04280823142572443,1.0071556899133451,-0.39129432217470034,0.9643474584876208,-0.43410255360042477,-1.3984500120880456
28,-3.6143028069969634,-2.8754870594186346,-3.625809450838919,0.7388157475783286,-0.011506643841955544,-0.7503223914202841
29,0.81442224667518,0.984201166414855,-5.106030271495792,0.16977891973967502,-5.920452518170972,-6.090231437910647
30,0.6221072901887444,0.4849019015936442,-0.3814907919751118,-0.13720538859510023,-1.0035980821638564,-0.866392693568756
31,-0.17675482639753037,0.17498491199696098,-0.4931205017478843,0.35173973839449135,-0.3163656753503539,-0.6681054137448452
32,0.19313773661228234,0.3219423645014831,0.32106993955293567,0.12880462788920077,0.12793220294065333,-0.0008724249485474456
33,0.052384960317720386,0.285990668656345,2.1180316526694027,0.2336057083386246,2.0656466923516823,1.8320409840130578
34,-0.48505051655814996,-0.37285798953155225,-1.4016245803938931,0.11219252702659771,-0.9165740638357431,-1.028766590862341
35,-0.35285757759260145,-0.1598068881494044,-0.42113557066141083,0.19305068944319703,-0.06827799306880938,-0.2613286825120064
36,-0.18992113088496976,0.4082968666969221,-0.48239738062751397,0.5982179975818919,-0.2924762497425442,-0.8906942473244361
37,,,,,,
38,,,,,,
39,,,,,,
40,,,,,,
