,distracting minus focus increasing,own choice minus focus increasing,background noise minus focus increasing,own choice minus distracting,background noise minus distracting,background noise minus own choice
0,0.0,0.05000000000000001,0.016666666666666666,0.05000000000000001,0.016666666666666666,-0.03333333333333334
1,0.0,0.07222222222222223,0.01,0.07222222222222223,0.01,-0.06222222222222223
2,0.0,0.0,0.05,0.0,0.05,0.05
3,-0.030000000000000006,-0.030000000000000006,0.0675,0.0,0.0975,0.0975
4,0.0,0.1,0.05333333333333333,0.1,0.05333333333333333,-0.046666666666666676
5,-0.01,-0.01,0.021111111111111115,0.0,0.031111111111111114,0.031111111111111114
6,0.0,0.05,0.01,0.05,0.01,-0.04
7,-0.06888888888888889,-0.04000000000000001,-0.03,0.02888888888888888,0.03888888888888889,0.010000000000000009
8,-0.043333333333333335,-0.023333333333333334,0.03666666666666665,0.02,0.07999999999999999,0.059999999999999984
9,0.0,0.021111111111111112,0.06,0.021111111111111112,0.06,0.03888888888888889
10,-0.04222222222222223,0.010000000000000002,-0.05111111111111112,0.052222222222222225,-0.00888888888888889,-0.061111111111111116
11,0.01,0.060000000000000005,0.0,0.05,-0.01,-0.060000000000000005
12,0.030000000000000006,0.02,0.031111111111111114,-0.010000000000000005,0.0011111111111111079,0.011111111111111113
13,0.030000000000000006,0.0,0.030000000000000006,-0.030000000000000006,0.0,0.030000000000000006
14,0.04111111111111111,-0.01,0.03,-0.051111111111111114,-0.011111111111111113,0.04
15,0.02,0.01111111111111111,0.07222222222222223,-0.00888888888888889,0.052222222222222225,0.061111111111111116
16,-0.01,0.02,0.053333333333333316,0.03,0.06333333333333332,0.03333333333333332
17,0.01,0.030000000000000006,0.15,0.020000000000000004,0.13999999999999999,0.12
18,-0.02,-0.01,0.010000000000000005,0.01,0.030000000000000006,0.020000000000000004
19,-0.06111111111111112,-0.05111111111111112,-0.06111111111111112,0.01,0.0,-0.01
20,-0.01,-0.01,-0.01,0.0,0.0,0.0
21,0.03,0.01,-0.01,-0.02,-0.04,-0.02
22,0.021111111111111112,0.01,0.0,-0.011111111111111112,-0.021111111111111112,-0.01
23,0.04,0.0,0.01,-0.04,-0.03,0.01
24,0.03333333333333333,0.0,0.03333333333333333,-0.03333333333333333,0.0,0.03333333333333333
25,0.07,0.030000000000000006,0.13333333333333336,-0.04,0.06333333333333335,0.10333333333333336
26,0.042222222222222223,0.01111111111111111,0.0,-0.031111111111111114,-0.042222222222222223,-0.01111111111111111
27,0.02,0.06222222222222223,0.0,0.04222222222222223,-0.02,-0.06222222222222223
28,0.00888888888888889,0.061111111111111116,-0.0011111111111111096,0.052222222222222225,-0.01,-0.06222222222222223
29,0.01,0.049999999999999996,-0.01,0.039999999999999994,-0.02,-0.06
30,0.01,0.030000000000000006,0.0,0.020000000000000004,-0.01,-0.030000000000000006
31,-0.03111111111111112,-0.05222222222222223,-0.05222222222222223,-0.021111111111111112,-0.021111111111111112,0.0
32,-0.041111111111111126,-0.040000000000000015,-0.08111111111111113,0.0011111111111111113,-0.04,-0.04111111111111111
33,0.03888888888888889,0.09000000000000001,-0.0011111111111111096,0.05111111111111112,-0.04,-0.09111111111111113
34,0.09333333333333332,0.05,0.02,-0.04333333333333332,-0.07333333333333332,-0.030000000000000002
35,0.0,0.01,0.03222222222222222,0.01,0.03222222222222222,0.02222222222222222
36,0.0,0.04444444444444445,0.0,0.04444444444444445,0.0,-0.04444444444444445
37,-0.028571428571428567,0.0455026455026455,,0.07407407407407407,,
38,,,,,,
39,,,,,,
40,,,,,,
