,distracting minus focus increasing,own choice minus focus increasing,background noise minus focus increasing,own choice minus distracting,background noise minus distracting,background noise minus own choice
0,-0.019444444444444445,-0.025,-0.025,-0.005555555555555555,-0.005555555555555555,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.01111111111111111,-0.01111111111111111,-0.01111111111111111,0.0,0.0,0.0
3,0.0,0.0,0.005,0.0,0.005,0.005
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.005,-0.005,-0.005,0.0,0.0,0.0
8,-0.005,0.0005555555555555548,-0.005,0.005555555555555555,0.0,-0.005555555555555555
9,0.01,0.0,0.0,-0.01,-0.01,0.0
10,0.0,0.005,0.0,0.005,0.0,-0.005
11,0.0,0.0,0.005555555555555555,0.0,0.005555555555555555,0.005555555555555555
12,0.01,0.0,0.0,-0.01,-0.01,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.015555555555555557,0.0,0.015555555555555557,0.015555555555555557
15,0.0,0.0,0.03277777777777778,0.0,0.03277777777777778,0.03277777777777778
16,-0.005,-0.005,-0.005,0.0,0.0,0.0
17,-0.01,0.019999999999999997,-0.01,0.03,0.0,-0.03
18,0.0,0.016666666666666666,0.0,0.016666666666666666,0.0,-0.016666666666666666
19,,,,,,
20,,,,,,
