,task 1,task 2,task 3,task 4
0,0.6904014843361945,0.5810260186518517,0.41455692886478174,0.36037051873874226
1,0.45348372742576665,0.2936621297767944,-0.20824807429891695,-0.14282583420691797
2,0.006193347777713437,0.702585010145808,-0.44372255333041566,3.0085963998479346
3,0.17359204620231755,2.3046751666736585,-0.35950879032312866,0.0039377043787618415
4,0.014764144648839184,0.16886902988813457,0.17127409991257952,-4.578591372706849
5,0.2964788282982484,0.38542307398235576,-0.25640385211463546,1.9708061263384493
6,0.06069029813342072,1.9866225339350563,-0.29981089926030485,2.1835764918601805
7,0.1009721901867055,1.1684380519722914,-0.2128413471935942,0.37409031077576727
8,0.5286648140821574,0.4324886711409477,-0.2902502764629269,-0.008145218071690892
9,-0.3352044826429063,92.20438567096762,-0.7312559839933017,-1.3274579236911657
10,0.1950127832678089,-0.26076142880338016,0.07358437703834081,0.03176821157756293
11,-0.056218782337577655,0.15059795319032393,-0.45197324188540405,1.6255210066983181
12,0.9291565344855677,2.30614435083105,0.6383634314906146,-0.7793776451161858
13,0.4244802800798201,0.7118080130793367,0.9530410291176572,-0.8676239468557084
14,0.2685988959667154,0.9400633104529678,-0.45031089735653684,0.19745581896806086
15,0.034752824023351385,3.993668535756334,0.008839446948138107,-0.5268385022269335
16,0.5612685482771326,1.105294843107072,-1.2650539484104335,-0.18019137250866787
17,-0.0996650099113445,0.547115843579227,0.08498680876002669,-27.6194925950895
18,0.2957349679704566,0.4290137548393065,0.019394187490811152,0.9030566806310126
19,,,,
20,,,,
