,task 2-task 1,task 3-task 1,task 4-task 1,task 3-task 2,task 4-task 2,task 4-task 3
0,43.06259633919605,45.16207975009234,27.350240864551253,2.099483410896293,-15.712355474644795,-17.81183888554109
1,0.2795480931918024,1.2482104379333414,0.31983081939939884,0.968662344741539,0.04028272620759643,-0.9283796185339426
2,3.8569490401421866,2.107723437068028,26.84095078908222,-1.7492256030741589,22.984001748940038,24.733227352014197
3,3.0815367325199863,-0.6378986490258981,-0.22827568314838265,-3.7194353815458845,-3.309812415668369,0.40962296587751545
4,-3.8674989954085714,-6.698225907777584,-8.495257217246392,-2.830726912369012,-4.627758221837821,-1.7970313094688084
5,13.424707976650431,9.02713218876772,8.546604420590645,-4.397575787882712,-4.878103556059786,-0.4805277681770741
6,-12.326581359375975,1.092441819559515,0.9719943955159986,13.41902317893549,13.298575754891974,-0.12044742404351616
7,3.8095254588219967,-0.44496977931717996,1.0486711034366776,-4.254495238139176,-2.7608543553853186,1.4936408827538576
8,-3.1952177278928553,-7.884779349573236,-8.109628789336945,-4.689561621680381,-4.914411061444089,-0.2248494397637082
9,29.97860702917196,15.185858752633576,15.3278686017917,-14.792748276538385,-14.650738427380261,0.14200984915812365
10,-1.6076146308359849,1.9563815465198646,0.7378315196464873,3.5639961773558495,2.345446150482472,-1.2185500268733773
11,-182.27008545526107,-178.1394112113043,-180.57146273976645,4.130674243956756,1.6986227154946076,-2.4320515284621487
12,4.073010057598413,2.4699912524225445,2.627184286066217,-1.6030188051758687,-1.4458257715321958,0.15719303364367276
13,-8.322522908212562,-10.582912563792375,-10.124854610428343,-2.2603896555798118,-1.8023317022157817,0.45805795336402994
14,2.052951130572561,1.354597199791061,1.6809573029170661,-0.6983539307814998,-0.37199382765549466,0.3263601031260051
15,1.0894171080920372,-33.51026746242939,1.1574484402095964,-34.599684570521426,0.06803133211755918,34.66771590263898
16,6.27885119548841,0.4800770823900482,2.451948017540757,-5.798774113098362,-3.826903177947653,1.9718709351507087
17,0.01433212976131415,0.31219136945836246,1.3786567239795484,0.2978592396970483,1.3643245942182343,1.066465354521186
18,-0.12084302726437768,-17.6352384488517,-0.22990454354858803,-17.514395421587324,-0.10906151628421035,17.405333905303113
19,1.6195234306605015,,,,,
20,,,,,,
