,task 1,task 2,task 3,task 4
0,-0.08744687310261076,-0.046259866423800866,-0.08696721311475403,-0.07238615664845173
1,-0.0742987249544626,-0.0832969034608379,-0.10141165755919848,-0.08238615664845172
2,-0.04874316939890705,-0.05274134790528234,-0.07641165755919849,-0.042386156648451745
3,-0.06485428051001817,-0.08940801457194902,-0.061411657559198474,-0.04738615664845174
4,-0.05874316939890706,-0.094408014571949,-0.09085610200364293,-0.06849726775956286
5,-0.0904098360655737,-0.06385245901639346,-0.06141165755919849,-0.04571948998178507
6,-0.04874316939890706,-0.08385245901639346,-0.056967213114754035,-0.062386156648451735
7,-0.03985428051001816,-0.05274134790528236,-0.06530054644808737,-0.05849726775956285
8,-0.06429872495446261,-0.08440801457194902,-0.07196721311475403,-0.08183060109289617
9,-0.07596539162112928,-0.08274134790528237,-0.029744990892531818,-0.04127504553734063
10,-0.04040983606557372,-0.049408014571949,-0.10474499089253181,-0.03627504553734062
11,-0.03374316939890706,-0.09885245901639346,-0.055856102003642924,-0.01183060109289618
12,-0.09096539162112927,-0.042185792349726796,-0.010856102003642929,-0.0529417122040073
13,-0.0481876138433515,-0.0482969034608379,-0.06141165755919849,-0.0629417122040073
14,-0.004854280510018162,-0.039685792349726794,-0.09085610200364293,-0.08349726775956284
15,-0.053187613843351494,-0.09940801457194902,-0.05641165755919848,-0.07738615664845172
16,-0.03540983606557371,-0.07274134790528236,-0.04641165755919849,-0.041830601092896186
17,-0.04985428051001816,-0.06774134790528236,0.010255009107468184,-0.09349726775956284
18,-0.04423699655940088,-0.016630236794171242,0.0009494535519126296,-0.034608378870673966
19,,,,
20,,,,
