,focus,distr,own,office
0,0.4554553015892385,0.7436095312340718,0.23465717890637122,0.8912683205954228
1,-0.4867754328495439,6.618530132408475,0.5271099323221407,1.0147253107765402
2,1.5859655644101909,2.8313793157129474,0.29087176645443885,1.9886437107718078
3,-5.368536919330677,2.190958966844067,15.531872939197665,-3.2298485392821297
4,0.41482595567621755,-2.908091791817679,-4.818757345203917,0.5103957571761226
5,-0.22882716577484327,-2.770469185287569,3.67044975160224,-0.5665778449109357
6,-0.1298593136983598,0.03545599467818504,13.258582285960339,-43.632716531227324
7,-0.19086318287491905,2.3038153686936207,0.7996448213564991,-4.900594804326713
8,13.161548540205636,2.9964266197053986,0.9679573180602545,-2.0035177707394793
9,2.1739514219199805,6.973402269169938,-25.606652547137926,1.6737236549652725
10,-0.21739969692268743,0.02303884330770295,3.4095181730949746,15.452642720109578
11,-0.20115853892600866,-81.93890650940291,5.443928494724395,3.082103671658155
12,0.45265726349296354,0.3512943751138497,8.381062810336152,1.0535438422670125
13,-0.10548995733732774,1.2779859242984961,1.140795227443407,0.8446707819519526
14,-22.488433186835252,-1.4694901748119804,0.6992004959040352,-0.08144951555493374
15,-1.017190854826502,0.07222979005313535,9.48307021724218,-2.596760341934415
16,1.2560186881693538,-3.4461631861698856,0.029079139876976495,2.250887851904618
17,1.1751241186944874,0.48110174687966034,0.4157401105480103,2.8870386581135428
18,0.19422914943126304,0.3719897595632729,0.7769012567292082,-0.19009005623673952
19,,,,
20,,,,
