,task 2-task 1,task 3-task 1,task 4-task 1,task 3-task 2,task 4-task 2,task 4-task 3
0,0.057021732962272,0.01545809840097936,0.03028979610738433,-0.04156363456129264,-0.026731936854887665,0.01483169770640497
1,0.01657199751253655,0.008111159625469155,0.02993265325024147,-0.008460837887067396,0.01336065573770492,0.021821493624772318
2,0.006016441956980997,0.05541274692705646,0.04151995483754306,0.049396304970075466,0.03550351288056207,-0.013892792089513398
3,0.011571997512536555,0.018111159625469157,0.11740178905271063,0.006539162112932602,0.10582979154017408,0.09929062942724147
4,0.01657199751253654,-0.006888840374530853,0.005488208805797021,-0.023460837887067394,-0.011083788706739518,0.012377049180327874
5,0.031413267353806396,0.030472270736580265,0.026043764361352587,-0.0009409966172261273,-0.005369502992453805,-0.0044285063752276775
6,0.012127553068092108,-0.001888840374530844,0.08141413473172295,-0.01401639344262295,0.06928658166363084,0.0833029751062538
7,0.00657199751253655,0.013111159625469155,0.020488208805797027,0.006539162112932604,0.013916211293260476,0.0073770491803278725
8,-0.020650224709685673,-0.021968205453895932,-0.03228956897198076,-0.0013179807442102575,-0.011639344262295084,-0.010321363518084829
9,-0.012733558043019011,-0.016194395930086408,-0.004372902305314091,-0.0034608378870673966,0.00836065573770492,0.011821493624772316
10,0.027127553068092107,0.008111159625469155,0.048944998929253816,-0.01901639344262295,0.02181744586116171,0.04083383930378466
11,-0.00793417532696963,-0.02139501321403702,-0.004017964033709149,-0.013460837887067392,0.003916211293260481,0.017377049180327873
12,0.021571997512536557,0.018111159625469157,0.01493265325024147,-0.0034608378870673996,-0.006639344262295085,-0.0031785063752276855
13,0.02907199751253656,0.00311115962546915,-6.734674975853155e-05,-0.02596083788706741,-0.029139344262295093,-0.0031785063752276816
14,-0.032713716773177734,-0.02617455466024513,-0.019353061035472813,0.006539162112932604,0.01336065573770492,0.006821493624772315
15,0.02157199751253655,0.013111159625469155,0.03048820880579703,-0.008460837887067398,0.008916211293260475,0.017377049180327873
16,0.02212755306809211,0.013111159625469156,0.029932653250241473,-0.009016393442622951,0.007805100182149366,0.016821493624772317
17,-0.028983558043019005,-0.001888840374530843,0.00021043102801924715,0.02709471766848816,0.02919398907103825,0.0020992714025500903
18,0.011571997512536552,0.11644449295880248,0.04104376436135258,0.10487249544626592,0.029471766848816035,-0.0754007285974499
19,,,,,,
20,,,,,,
