PID,distr-focus avg,distr-focus std,own-focus avg,own-focus std,office-focus avg,office-focus std,own-distr avg,own-distr std,office-distr avg,office-distr std,office-own avg,office-own std,focus-distr avg,focus-distr std,focus-own avg,focus-own std,focus-office avg,focus-office std,distr-own avg,distr-own std,distr-office avg,distr-office std,own-office avg,own-office std
P01,0.0042773600668337495,0.025701633885613254,0.017688666109718747,0.02438917421130727,0.01564431913116124,0.038625844292489345,0.01341130604288499,0.030915057783195806,0.011366959064327487,0.037716783598574735,-0.0020443469785575057,0.046391744354901676,-0.0042773600668337495,0.025701633885613254,-0.017688666109718747,0.02438917421130727,-0.01564431913116124,0.038625844292489345,-0.01341130604288499,0.030915057783195806,-0.011366959064327487,0.037716783598574735,0.0020443469785575057,0.046391744354901676
P02,0.001722222222222221,0.014770779462368459,0.00494047619047619,0.015541840305304448,0.01709226190476191,0.046415650536823796,0.0032182539682539687,0.017923395175251083,0.015370039682539683,0.048724993859138956,0.012151785714285714,0.0473934481055719,-0.001722222222222221,0.014770779462368459,-0.00494047619047619,0.015541840305304448,-0.01709226190476191,0.046415650536823796,-0.0032182539682539687,0.017923395175251083,-0.015370039682539683,0.048724993859138956,-0.012151785714285714,0.0473934481055719
P03,0.006496980155306298,0.006081168425416495,0.0015789473684210522,0.004603383074877868,0.004947272552967117,0.0023602849205392475,-0.004918032786885246,0.0068824720161168515,-0.0015497076023391811,0.004770833207328824,0.003368325184546065,0.004354271454733634,-0.006496980155306298,0.006081168425416495,-0.0015789473684210522,0.004603383074877868,-0.004947272552967117,0.0023602849205392475,0.004918032786885246,0.0068824720161168515,0.0015497076023391811,0.004770833207328824,-0.003368325184546065,0.004354271454733634
P04,0.016085626178378543,0.055560476612439305,0.03382848058214753,0.06839950912093204,0.04208291105724239,0.05228263265240608,0.017742854403768993,0.0424794040553539,0.025997284878863842,0.04709502738067747,0.00825443047509485,0.05599452738855877,-0.016085626178378543,0.055560476612439305,-0.03382848058214753,0.06839950912093204,-0.04208291105724239,0.05228263265240608,-0.017742854403768993,0.0424794040553539,-0.025997284878863842,0.04709502738067747,-0.00825443047509485,0.05599452738855877
P05,0.016027226536286077,0.014916350780423158,0.017635413670788996,0.02569139030870033,0.025544770395935196,0.023168146691103925,0.001608187134502922,0.022664383798039558,0.00951754385964912,0.026946304587817504,0.007909356725146196,0.02920991897699697,-0.016027226536286077,0.014916350780423158,-0.017635413670788996,0.02569139030870033,-0.025544770395935196,0.023168146691103925,-0.001608187134502922,0.022664383798039558,-0.00951754385964912,0.026946304587817504,-0.007909356725146196,0.02920991897699697
P07,-0.03768779816115882,0.20477630841692868,0.10405530859378768,0.25284281167719624,-0.016877397336186047,0.2560100753253446,0.14174310675494647,0.1267319251374767,0.02081040082497277,0.23472377287549093,-0.12093270592997371,0.2184155513595915,0.03768779816115882,0.20477630841692868,-0.10405530859378768,0.25284281167719624,0.016877397336186047,0.2560100753253446,-0.14174310675494647,0.1267319251374767,-0.02081040082497277,0.23472377287549093,0.12093270592997371,0.2184155513595915
P08,-0.0018713450292397657,0.006529312439525054,-0.00020467836257309928,0.00888744602016781,-0.00011695906432748472,0.01099142992305187,0.0016666666666666663,0.008619831464531836,0.001754385964912281,0.009016379503260029,8.771929824561442e-05,0.01171080921897295,0.0018713450292397657,0.006529312439525054,0.00020467836257309928,0.00888744602016781,0.00011695906432748472,0.01099142992305187,-0.0016666666666666663,0.008619831464531836,-0.001754385964912281,0.009016379503260029,-8.771929824561442e-05,0.01171080921897295
P10,-0.011287002418006226,0.029314014189310143,-0.0033466882902459453,0.040056146517831556,-0.002281713695288674,0.028695667572688155,0.007940314127760282,0.035251823946583764,0.009005288722717553,0.029609540518381137,0.00106497459495727,0.035469332262843406,0.011287002418006226,0.029314014189310143,0.0033466882902459453,0.040056146517831556,0.002281713695288674,0.028695667572688155,-0.007940314127760282,0.035251823946583764,-0.009005288722717553,0.029609540518381137,-0.00106497459495727,0.035469332262843406
P12,0.033897037676157614,0.030985737575659276,-0.018140159141021968,0.028110564266813513,0.01978082158949287,0.022977305588507475,-0.052037196817179596,0.028569032129195687,-0.01411621608666475,0.025481497819613088,0.037920980730514836,0.026667670562436345,-0.033897037676157614,0.030985737575659276,0.018140159141021968,0.028110564266813513,-0.01978082158949287,0.022977305588507475,0.052037196817179596,0.028569032129195687,0.01411621608666475,0.025481497819613088,-0.037920980730514836,0.026667670562436345
P13,-0.004266369475601571,0.019987075181477756,-0.0015763109960694043,0.02317416102771792,-0.01093687086568881,0.020302706904841445,0.0026900584795321674,0.01704184274338158,-0.006670501390087238,0.014843667400130885,-0.009360559869619407,0.013831429310955821,0.004266369475601571,0.019987075181477756,0.0015763109960694043,0.02317416102771792,0.01093687086568881,0.020302706904841445,-0.0026900584795321674,0.01704184274338158,0.006670501390087238,0.014843667400130885,0.009360559869619407,0.013831429310955821
