,task 1,task 2,task 3,task 4
0,0.2548371053234688,0.3464570536984293,0.45054192055679115,0.2466696061231027
1,1.0567592347493018,0.36691362671754096,0.635253251933617,0.43508178061989355
2,0.3356643229973123,0.38848187082736985,0.6417025965141203,0.7926739701898828
3,0.35229186168986387,0.4112293906343777,0.9764861202317129,0.7826177973034778
4,2.345992962710226,0.4711042839788197,0.4110263033032183,0.46627045058925
5,0.7308586984378274,0.5994079384549182,0.48997160114507377,0.4778178363643173
6,0.4835441853782706,0.746211247841668,0.7001514496203047,0.5463263186469538
7,0.5184995409746298,0.5683320427654943,0.7671950362080753,1.1051904049248158
8,0.40719747813810514,0.8498224809129447,0.5649031615537015,0.8596117220913233
9,0.334065939825317,1.609803512669241,0.711042544735865,0.6838922713400781
10,0.2837734865394069,0.48681116280115544,1.3071604950905673,0.32442700148292014
11,0.28072931281452945,0.5352017906409449,0.8770846081553917,0.502180299055879
12,0.5849999593797268,0.732177156203881,0.7050874026254915,0.9594949461480451
13,0.3477740147184024,0.5475071890730531,0.6615819998483261,1.1112293634504433
14,0.4376491457538587,0.8031757991743157,0.7103677159633863,0.9776325350587052
15,0.5030009035020978,0.6497883354013153,0.9004829849722833,0.6822892183817749
16,0.31329454382278377,0.7269583990647492,1.179749620028343,0.8990994323178377
17,0.36122071913106485,0.5431044604173252,0.9732674334989226,0.8299778166983931
18,0.8010056408138839,0.5985553540315857,0.7272406413952276,0.6277397677200132
19,,,,
20,,,,
