,task 2 minus task 1,task 3 minus task 1,task 4 minus task 1,task 3 minus task 2,task 4 minus task 2,task 4 minus task 3
0,-0.025555555555555557,-0.025555555555555557,-0.015000000000000001,0.0,0.010555555555555556,0.010555555555555556
1,-0.0226984126984127,-0.0426984126984127,-0.0426984126984127,-0.02,-0.02,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.01,0.0,0.01,0.01
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.005,0.0,0.0461111111111111,-0.005,0.041111111111111105,0.0461111111111111
6,0.025555555555555557,0.005555555555555555,0.0,-0.020000000000000004,-0.025555555555555557,-0.005555555555555555
7,0.19541666666666668,-0.005555555555555555,-0.005555555555555555,-0.20097222222222225,-0.20097222222222225,0.0
8,0.07753968253968252,0.005,-0.005,-0.07253968253968253,-0.08253968253968252,-0.01
9,0.014444444444444447,-0.010555555555555556,-0.020555555555555556,-0.025,-0.035,-0.01
10,-0.010555555555555558,-0.015555555555555557,0.004444444444444444,-0.005,0.015,0.02
11,0.025,0.005,0.015000000000000003,-0.02,-0.009999999999999998,0.010000000000000002
12,0.0,0.026111111111111116,0.0,0.026111111111111116,0.0,-0.026111111111111116
13,0.0,-0.005,-0.005,-0.005,-0.005,0.0
14,-0.01611111111111111,-0.01111111111111111,-0.01611111111111111,0.005,0.0,-0.005
15,0.0,-0.015000000000000003,-0.015000000000000003,-0.015000000000000003,-0.015000000000000003,0.0
16,0.0,0.0,0.015000000000000003,0.0,0.015000000000000003,0.015000000000000003
17,0.0,0.020555555555555556,0.0,0.020555555555555556,0.0,-0.020555555555555556
18,-0.024999999999999998,-0.03,-0.03,-0.005,-0.005,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,,,,,,
