,distr-focus,own-focus,office-focus,own-distr,office-distr,office-own
0,0.03930783242258652,0.02569216757741348,0.04250227686703097,-0.013615664845173042,0.003194444444444451,0.016810109289617493
1,0.08597449908925317,0.006803278688524588,0.008196721311475412,-0.07917122040072858,-0.07777777777777777,0.0013934426229508228
2,0.05875227686703095,-0.008196721311475415,0.0031967213114754076,-0.06694899817850637,-0.05555555555555555,0.011393442622950823
3,-0.0068032786885245874,0.0068032786885245874,-0.022358834244080146,0.013606557377049175,-0.015555555555555559,-0.029162112932604733
4,0.013196721311475413,-0.013752276867030962,0.02875227686703097,-0.026948998178506375,0.015555555555555559,0.04250455373406194
5,0.008752276867030985,-0.01708561020036429,0.013752276867030976,-0.025837887067395274,0.0049999999999999906,0.030837887067395264
6,-0.045692167577413484,-0.04764116575591987,-0.047358834244080154,-0.0019489981785063837,-0.0016666666666666705,0.0002823315118397132
7,-0.027358834244080144,-0.04819672131147541,-0.020136612021857923,-0.02083788706739527,0.00722222222222222,0.02806010928961749
8,0.012641165755919857,0.01680327868852459,-0.002358834244080144,0.004162112932604732,-0.015000000000000001,-0.01916211293260473
9,-0.01680327868852459,0.0012477231329690308,-0.037358834244080145,0.01805100182149362,-0.020555555555555556,-0.038606557377049176
10,0.017641165755919855,-0.00764116575591986,0.03375227686703097,-0.025282331511839715,0.016111111111111118,0.04139344262295083
11,0.022641165755919866,0.04069216757741348,0.0320856102003643,0.018051001821493613,0.009444444444444436,-0.008606557377049177
12,0.02653005464480874,0.046247723132969036,0.0065300546448087485,0.019717668488160298,-0.01999999999999999,-0.03971766848816029
13,0.007085610200364294,-0.014863387978142073,0.0020856102003642962,-0.021948998178506367,-0.0049999999999999975,0.01694899817850637
14,0.013752276867030969,-0.028752276867030954,0.0037522768670309598,-0.04250455373406192,-0.010000000000000009,0.032504553734061914
15,-0.02180327868852458,-0.05819672131147541,-0.006247723132969021,-0.03639344262295083,0.015555555555555559,0.051948998178506386
16,0.02430783242258652,0.017914389799635697,0.023196721311475415,-0.006393442622950822,-0.0011111111111111044,0.005282331511839718
17,0.057641165755919835,0.006803278688524601,0.0026411657559198554,-0.05083788706739524,-0.05499999999999998,-0.004162112932604746
18,0.02819672131147541,-0.027085610200364305,0.0031967213114754076,-0.055282331511839714,-0.025,0.030282331511839712
19,,,,,,
20,,,,,,
