,task 2-task 1,task 3-task 1,task 4-task 1,task 3-task 2,task 4-task 2,task 4-task 3
0,0.2944844231025444,-0.13969302296283204,-2.9756675231283416,-0.43417744606537645,-3.270151946230886,-2.8359745001655092
1,-0.02450124238990381,-0.4550213407579881,-0.1328570361720669,-0.4305200983680843,-0.10835579378216309,0.3221643045859212
2,-0.3616498675661197,-1.072046842476689,-0.6294170863063192,-0.7103969749105691,-0.2677672187401995,0.4426297561703696
3,0.08238164300233808,-0.8053626632896561,-0.42284995020121696,-0.8877443062919942,-0.505231593203555,0.38251271308843915
4,0.38018926033479195,-0.5967197948074079,-0.21374468051006884,-0.9769090551421998,-0.5939339408448607,0.38297511429733905
5,0.138854120007341,-0.3213610660342177,-1.116422130269572,-0.4602151860415587,-1.2552762502769128,-0.7950610642353542
6,0.19074573987516819,0.0189367642725784,-0.15526641182519924,-0.1718089756025898,-0.3460121517003674,-0.17420317609777763
7,0.030885226246558706,0.2152997370802061,0.06846413234658943,0.1844145108336474,0.03757890610003073,-0.14683560473361668
8,-0.04677571369137301,-0.033123762355698805,1.2809366899671644,0.013651951335674206,1.3277124036585373,1.3140604523228632
9,0.3079005103334026,0.17933145267645534,-0.16811672904728953,-0.12856905765694726,-0.4760172393806921,-0.34744818172374486
10,0.2474419231782779,0.252843752446734,-0.3018867302041699,0.005401829268456115,-0.5493286533824477,-0.5547304826509039
11,0.17816354983434135,0.24877813499707735,-0.12395231788853711,0.070614585162736,-0.30211586772287846,-0.37273045288561446
12,0.15091759230314628,0.332415042172736,-0.26375731020692184,0.1814974498695897,-0.4146749025100681,-0.5961723523796578
13,0.1827970092921306,-2.1700514864291223,-0.1910271784976159,-2.352848495721253,-0.3738241877897465,1.9790243079315064
14,0.2270019211884462,-0.338353513944596,-0.48942477122201167,-0.5653554351330422,-0.7164266924104579,-0.15107125727741563
15,0.9250159558781674,0.4631206247969566,2.7182090197661735,-0.46189533108121084,1.793193063888006,2.255088394969217
16,0.18524414684079016,0.3824056951778547,0.4520341442008804,0.19716154833706456,0.26678999736009024,0.06962844902302567
17,0.2767330029262176,0.6981942591453356,-0.7839800456867535,0.421461256219118,-1.0607130486129712,-1.482174304832089
18,0.4586565520667052,-625.8266587658732,-0.21563258426062792,-626.2853153179399,-0.6742891363273331,625.6110261816126
19,0.24536501359703278,-0.8621943774258811,-0.6123808807044249,-1.107559391022914,-0.8577458943014576,0.24981349672145634
20,,,,,,
