,focus,distr,own,office
0,-0.04126593806921677,0.016256830601092894,-0.028324225865209503,0.017447632058287796
1,-0.03626593806921677,0.06792349726775958,-0.04221311475409839,-0.011857923497267758
2,-0.01126593806921677,0.06570127504553734,-0.032213114754098396,0.008142076502732234
3,-0.0007103825136612137,0.010701275045537344,-0.006657559198542829,-0.006857923497267758
4,-0.020710382513661214,0.010701275045537336,-0.047213114754098395,0.024253187613843354
5,-0.001265938069216769,0.025701275045537344,-0.031102003642987278,0.028697632058287792
6,0.04928961748633878,0.021812386156648447,-0.011102003642987274,0.018142076502732238
7,0.024289617486338778,0.015145719489981783,-0.036657559198542834,0.020364298724954464
8,-0.025710382513661215,0.00514571948998178,-0.021657559198542835,-0.011857923497267758
9,0.009289617486338789,0.010701275045537336,-0.002213114754098383,-0.011857923497267758
10,-0.005710382513661216,0.030145719489981786,-0.026102003642987273,0.04425318761384336
11,-0.025154826958105662,0.015701275045537335,0.002786885245901616,0.02314207650273224
12,-0.024599271402550107,0.020145719489981784,0.00889799635701273,-0.0018579234972677565
13,0.0004007285974498929,0.025701275045537344,-0.027213114754098384,0.018697632058287797
14,0.024845173041894344,0.05681238615664846,-0.01665755919854283,0.04480874316939892
15,0.018734061930783235,0.015145719489981783,-0.052213114754098386,0.0286976320582878
16,-0.03126593806921677,0.011256830601092893,-0.026102003642987273,0.008142076502732245
17,-0.02071038251366121,0.05514571948998179,-0.026657559198542832,-0.0018579234972677574
18,-0.01626593806921677,0.030145719489981782,-0.05610200364298728,0.0031420765027322444
19,,,,
20,,,,
