,task 1,task 2,task 3,task 4
0,1.0448325878791176,0.8884540617257697,0.7003315308756741,0.7465958510428068
1,0.6701112384806898,0.7302289538527706,0.6372447746623316,0.7229164235452266
2,0.9256158355330533,0.6927210809276879,0.6348519666664889,0.6059242105920892
3,0.790780912505413,0.7219865118181452,0.49526821351006833,0.5999569286424411
4,0.646902396928869,0.6450229212237693,0.7044162670502306,0.6580424455526803
5,0.5864086670448234,0.5277159535296523,0.6774916393444693,0.5640740195979217
6,0.6394484107927263,0.4993367721501281,0.5720717655503404,0.6334920772594029
7,0.7560766426081345,0.6848506276989004,0.5904554605356034,0.34297635469937726
8,0.8557527404839245,0.466205033434408,0.7399864881999866,0.5071753600317547
9,0.6869377641688112,0.3656738619666491,0.5299325069432382,0.5144845996159261
10,0.8836207539252368,0.5632230421936399,0.3853349349402861,0.7313201033464074
11,0.7524682647326284,0.5546243690724715,0.480562689766743,0.742571131729817
12,0.5705670125733677,0.4978374878726949,0.45382222880024714,0.40655196062237126
13,0.8384016105525883,0.6232332099739213,0.5852199614626963,0.3939975435366341
14,0.7497926309227643,0.45169082178865194,0.5900620341883831,0.4004656740053054
15,0.7678082869997713,0.5531873674221438,0.47029945569336506,0.49402171132297934
16,0.7848284687054148,0.5027660519010609,0.4267543929031645,0.41955423237568024
17,0.7393585809720327,0.5303130526702691,0.42606500053140084,0.373568602183467
18,0.589443045037739,0.5845793590960715,0.4394997021547733,0.4611693454826363
19,,,,
20,,,,
