,focus,distr,own,office
0,1.0466076814332905,0.020940691642591047,0.06256894353267475,0.1708398787060389
1,0.5348164578036207,0.026370220914178476,-0.00819972092493676,0.18608750772529623
2,-0.018643804473200493,0.17313407639274336,0.08978488326769056,3.9680831760135433
3,0.2898226713008147,0.1790554253357368,0.16818638910386383,0.17623241061718228
4,0.16433940432025124,0.19938061791649464,-3.003114647747606,0.35553791965991255
5,-0.22282052395419674,0.10048839999143949,0.10127110128591713,0.42951499038132723
6,1.4882636538654028,0.13119269989255616,0.2843286504952438,0.14045635457529637
7,-0.23322927318594883,0.21723655736693898,0.0844160333509333,0.36783622976944585
8,-1.3956248223066903,0.07137303476890505,0.19842052731153625,0.2554190858678155
9,-0.044082683568148234,0.12733450159532433,0.11560700108117197,0.28953159318931254
10,1.285130463365117,0.11255507924597066,0.22131614576480024,0.21489529887672368
11,0.42010736398203485,0.09710610325939004,0.09929349381321291,0.3675613148017598
12,2.7477396672172523,0.16364334927064,0.24677057361037388,0.31297409910954255
13,1.9816194369659006,0.06081813204544961,0.30925301369344693,0.7239226656644053
14,0.8503496713352375,-0.09087836527324494,-0.016404454819674855,0.5764698046248187
15,0.46002976759956216,0.15945623241949547,0.2730329676856268,0.44328781258632305
16,-0.012471234875477799,0.16999148642103007,-0.17547795049335385,0.3641318607672992
17,-341.1083478068394,0.21452307535509246,0.2655431243865545,0.15759096992980304
18,-0.9113124604887355,3.3745515610163053,0.9931715204668722,0.4111716845564865
19,,,,
20,,,,
