,task 2-task 1,task 3-task 1,task 4-task 1,task 3-task 2,task 4-task 2,task 4-task 3
0,-0.02846560846560847,-0.02846560846560847,-0.021428571428571432,0.0,0.007037037037037037,0.007037037037037037
1,-0.003703703703703704,-0.017037037037037038,-0.017037037037037038,-0.013333333333333334,-0.013333333333333334,0.0
2,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.006666666666666667
3,0.0033333333333333335,0.0,0.030740740740740735,-0.0033333333333333335,0.0274074074074074,0.030740740740740735
4,0.0525,0.0,-0.0037037037037037034,-0.0525,-0.0562037037037037,-0.0037037037037037034
5,0.14650793650793653,0.0033333333333333335,-0.0033333333333333335,-0.1431746031746032,-0.14984126984126986,-0.006666666666666667
6,0.002592592592592591,-0.01740740740740741,-0.024074074074074078,-0.02,-0.02666666666666667,-0.006666666666666667
7,0.016666666666666666,0.0033333333333333335,0.023333333333333334,-0.013333333333333332,0.006666666666666668,0.02
8,-0.0033333333333333335,0.014074074074074076,-0.0033333333333333335,0.01740740740740741,0.0,-0.01740740740740741
9,-0.007407407407407406,-0.007407407407407406,-0.01074074074074074,0.0,-0.0033333333333333335,-0.0033333333333333335
10,0.0,-0.010000000000000002,-0.010000000000000002,-0.010000000000000002,-0.010000000000000002,0.0
11,0.0,0.013703703703703704,0.010000000000000002,0.013703703703703704,0.010000000000000002,-0.003703703703703702
12,-0.016666666666666666,-0.02,-0.02,-0.0033333333333333335,-0.0033333333333333335,0.0
13,,,,,,
