,distr-focus,own-focus,office-focus,own-distr,office-distr,office-own
0,0.39291363541989205,0.48658219580084044,-0.0767433953347691,0.0936685603809484,-0.46965703075466114,-0.5633255911356095
1,-0.39614545816649194,-1.8353465621682705,-0.13379148422574616,-1.4392011040017785,0.2623539739407458,1.7015550779425244
2,-0.1983470079409512,-1.337437147616115,0.6755725289077186,-1.1390901396751638,0.8739195368486697,2.0130096765238337
3,0.32810075283933704,-2.5330735676494127,-1.9873075221409826,-2.8611743204887494,-2.3154082749803195,0.5457660455084299
4,0.41916831928538684,-0.7763475121354934,0.5067678970378869,-1.1955158314208802,0.08759957775250013,1.2831154091733803
5,1.6920172530734523,-0.5161079324003446,0.25467991508738097,-2.208125185473797,-1.4373373379860714,0.7707878474877256
6,1.6453735186807978,1.076930886513266,0.9834718692547914,-0.5684426321675318,-0.6619016494260065,-0.09345901725847477
7,1.4116449944035465,0.7538581682785993,1.232269034684668,-0.6577868261249471,-0.17937595971887826,0.47841086640606884
8,0.9582833853468286,-0.8008611045299701,1.390375065244768,-1.7591444898767987,0.4320916798979393,2.191236169774738
9,-8.212747605001116,-8.436950460283093,-8.514076611934348,-0.22420285528197625,-0.301329006933231,-0.07712615165125475
10,1.3835720542386643,6.808393166279764,1.1655904715303114,5.4248211120411,-0.21798158270835294,-5.642802694749453
11,4.703813212142311,5.194935958045169,6.491476455960783,0.49112274590285765,1.7876632438184727,1.2965404979156152
12,4.23800856665041,4.449232721673498,4.744404648782976,0.21122415502308808,0.5063960821325661,0.29517192710947804
13,,,,,,
