,distr-focus,own-focus,office-focus,own-distr,office-distr,office-own
0,-0.043559286195184566,0.02665251434176308,-0.12457794494246299,0.07021180053694764,-0.08101865874727843,-0.15123045928422607
1,-0.13983663004919167,-0.12657758404848762,-0.29655746110977776,0.013259046000704044,-0.1567208310605861,-0.16997987706129014
2,-0.257420054601309,-0.11251415266453102,-0.3116725853011272,0.144905901936778,-0.05425253069981817,-0.19915843263659616
3,0.027334858704085696,0.07246942376506449,0.09628012769550576,0.04513456506097879,0.06894526899142006,0.023810703930441268
4,-0.17057110367636508,-0.13837934404080177,-0.09918939125455029,0.03219175963556331,0.07138171242181479,0.03918995278625148
5,-0.19763847079878816,-0.22684894597091376,-0.07228026359075002,-0.029210475172125605,0.12535820720803814,0.15456868238016375
6,-0.10946029498370602,-0.26436990134070626,-0.22971190391746454,-0.15490960635700024,-0.12025160893375852,0.034657997423241715
7,0.0306277678389848,-0.1482945350855216,-0.3214021636027275,-0.1789223029245064,-0.3520299314417123,-0.1731076285172059
8,-0.06688376033844556,-0.04887467473150742,-0.08610347547011854,0.018009085606938147,-0.019219715131672976,-0.03722880073861112
9,-0.31469143062547783,-0.165514570664564,-0.13434848473470928,0.14917685996091384,0.18034294589076855,0.031166085929854703
10,-0.32613033564928806,-0.22178542057851636,-0.39416956045419355,0.1043449150707717,-0.06803922480490548,-0.1723841398756772
11,-0.3358037649014665,-0.12391675976416816,-0.2685638766896485,0.21188700513729836,0.06723988821181803,-0.14464711692548032
12,-0.15267295722325802,-0.00257288053229332,-0.12933315641356835,0.1501000766909647,0.02333980080968967,-0.12676027588127503
13,,,,,,
