,task 1,task 2,task 3,task 4
0,-4.038494646333136,0.4447067736200298,5.788039643575348,-1.4914724895271263
1,-1.559090159580509,0.4806450646160317,-1.1054105796520572,-1.7447674248788863
2,14.700395744806606,-10.48170256338031,-1.057536803976595,-0.9642707625822595
3,-28.82864177092003,-4.335347125069753,-0.27854199554994663,-1.0582841312967208
4,-0.9346981584491397,0.010351234464448153,-0.7328095186245442,1.9643127514752692
5,-12.965184547232695,5.921760731737117,-0.8108479071435785,-1.1262043498023504
6,-1.9617307119131333,18.820405742122976,-1.2855698476673094,-0.660616773301789
7,-3.7281936412990664,-1.7119740593779653,3.946167659772728,-0.11467091781220096
8,-3.733565757856559,1.7386099146101526,-0.7850995396821031,-0.5452659476978773
9,-1.4493849450745075,1.125745129515387,-0.5903907128888602,-0.25885452084538063
10,-1.433045061227733,0.43364772105521293,-3.889110287055823,-0.5936027203855945
11,-1.4794983876845853,6.012092397022737,-0.9078693871578395,-0.25993551694086414
12,-0.9548576751709873,-0.46654844889748204,-6.249899222964881,-1.2610766325954843
13,,,,
