,distracting minus focus increasing,own choice minus focus increasing,background noise minus focus increasing,own choice minus distracting,background noise minus distracting,background noise minus own choice
0,-0.012962962962962963,-0.016666666666666666,-0.016666666666666666,-0.0037037037037037034,-0.0037037037037037034,0.0
1,-0.007407407407407407,-0.007407407407407407,-0.007407407407407407,0.0,0.0,0.0
2,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.006666666666666667,-0.0029629629629629637,-0.006666666666666667,0.0037037037037037034,0.0,-0.0037037037037037034
6,0.006666666666666667,0.0,0.0,-0.006666666666666667,-0.006666666666666667,0.0
7,0.0,0.0033333333333333335,0.0037037037037037034,0.0033333333333333335,0.0037037037037037034,0.00037037037037036986
8,0.006666666666666667,0.0,0.0,-0.006666666666666667,-0.006666666666666667,0.0
9,0.0,0.0,0.010370370370370372,0.0,0.010370370370370372,0.010370370370370372
10,0.0,0.0,0.021851851851851855,0.0,0.021851851851851855,0.021851851851851855
11,-0.01,0.01,-0.01,0.02,0.0,-0.02
12,0.0,0.016666666666666666,0.0,0.016666666666666666,0.0,-0.016666666666666666
13,,,,,,
