,focus,distr,own,office
0,-0.09158267557174656,-0.06193887876947988,-0.0986338797814207,-0.07942319368548877
1,-0.04874316939890705,-0.059593199757134195,-0.07789313904067996,-0.05201578627808137
2,-0.0594839101396478,-0.09107468123861569,-0.074930176077717,-0.05275652701882211
3,-0.0831876138433515,-0.07403764420157864,-0.06752276867030958,-0.05497874924104434
4,-0.03207650273224039,-0.0695931997571342,-0.058633879781420706,-0.0627565270188221
5,-0.06985428051001817,-0.07774134790528237,-0.07085610200364292,-0.07238615664845173
6,-0.07096539162112928,-0.08329690346083791,-0.056411657559198476,-0.03497874924104433
7,-0.029113539769277427,-0.0707043108682453,-0.07048573163327256,-0.02460837887067396
8,-0.0805950212507589,-0.046259866423800866,-0.0412264723740133,-0.04312689738919248
9,-0.015409836065573718,-0.040519125683060125,-0.0675227686703096,-0.08979356405585914
10,-0.062446873102610746,-0.09033394049787495,-0.05789313904067996,-0.0653491196114147
11,-0.02985428051001816,-0.0695931997571342,-0.003819064966605891,-0.0764602307225258
12,-0.04423699655940088,-0.016630236794171242,0.0009494535519126296,-0.034608378870673966
13,,,,
