,task 1,task 2,task 3,task 4
0,0.8056117849698116,1.6548106198826478,1.6935024214415675,0.8760653445630843
1,-0.2727031886302062,1.850463552390152,1.1966794809970562,0.8978237841017034
2,5.172293720223891,2.2366745862596393,1.1811008724836067,1.4989334304776358
3,0.2057113284767537,-410.6718798043374,1.209294675032726,0.7034118340708407
4,2.2498993576372452,1.3172370313497712,1.0571955415903342,0.9849684949811671
5,0.34566536832604594,1.6380713741029929,0.9969865010659019,0.6265316190921911
6,-1.1546824498242294,7.234844106609779,1.0962077552177654,0.8735982496107252
7,0.4268009054503483,1.0713231666162166,1.2243418117942206,0.7945566358970245
8,1.6049288978430625,0.8764729974622315,1.0164252926361728,1.883389319081312
9,0.555169133658445,2.3539450464538407,6.278666730357732,0.3193654991219251
10,0.21978582225806706,22.535548099090892,1.0729595292866552,0.6154446100050306
11,-0.757844640522919,-0.7758383037104221,0.8239980278338029,0.8720317540013974
12,0.4225263234836507,0.6403462794012618,3.2860813774913566,0.428720221555865
13,,,,
