,task 1,task 2,task 3,task 4
0,0.7181682269303087,0.33527552870010985,0.4847016022349351,0.336622970952735
1,0.3800055484497465,0.39929283879545024,0.6669635771014173,0.6463272670025177
2,1.5292672587222567,0.388889338068608,0.7877190061453962,0.6914466309599662
3,0.7568284231696881,0.5989384039768024,0.4639370103079404,0.4596907585447305
4,0.4931283650849359,0.6267723906588067,0.6916254108725393,0.6938801777069005
5,0.446365771242401,0.8161381236879311,0.6632076873821816,0.9802054527351615
6,0.3203655668879788,1.2398409327621658,0.891628183935619,0.5545821888052344
7,0.2786802592315234,0.5147033779787284,1.0385635813855971,0.4524175257806837
8,0.5496816776511404,0.6724366422269684,0.6786830732753598,0.856653541797062
9,0.3639337355835182,0.7161367874071981,0.7060083390161095,1.1755843546410671
10,0.4211191373902345,0.6740835084487361,1.07710145381192,0.7624076608172098
11,0.3638916402470631,0.6058172881401903,0.9585652385211126,0.845169984114794
12,0.8010056408138839,0.5985553540315857,0.7272406413952276,0.6277397677200132
13,,,,
