,task 1,task 2,task 3,task 4
0,0.06703703703703705,-0.04035822707953855,0.29647237401335763,-0.11848842532358013
1,0.08259259259259259,-0.05804341226472374,0.48384891722323414,-0.053503122560499605
2,0.07925925925925925,-0.048876745598057075,0.288553502761153,
3,0.06296296296296296,-0.06961748633879782,0.37737184491282855,
4,0.023333333333333334,-0.060913782635094116,0.2477686703096539,-0.0040983606557377095
5,0.07222222222222223,0.14700288403157255,0.37432657742311654,0.5188183060109289
6,0.06555555555555556,0.30514441842310697,0.5468427443837279,0.44341486685748976
7,0.16546296296296298,0.49010473588342446,0.4542501517911354,0.21423497267759564
8,0.05037037037037038,0.15760473588342436,0.28610200364298727,0.33886460230722526
9,0.08111111111111112,0.45746584699453546,0.19980570734669098,0.15574290918553213
10,0.08407407407407408,0.4326047358834244,0.3044353369763206,0.043185589961546256
11,0.10650793650793651,0.43982695810564665,0.3442501517911354,0.4552931737357967
12,0.12777777777777774,0.362234365513054,0.2116575591985428,
13,,,,
