,focus,distr,own,office
0,0.6544978114275638,0.20249120824663647,0.27113676142684934,0.3828913884375961
1,0.21605569190079585,0.5833778828730752,0.2850816800985247,0.525967923546606
2,0.6497960108508761,0.5238655792791311,0.28171472621546534,0.47506271964550617
3,0.6135601344362028,0.38601907150275566,0.4080061430333684,0.4558014444277119
4,0.3360481562987034,0.4775418652269498,0.42323674549898915,0.557665450319616
5,0.3218082595406046,0.6015428084081625,0.5472912656350296,0.5666662766226426
6,0.2785546671597175,0.44795676095562914,0.6030384732050329,0.7762091881599571
7,0.2083776769488245,0.3432051233202588,0.3843330761191209,0.8719076403520302
8,0.4380636060205601,0.48176412760445303,0.4904799427347873,0.5554681976293979
9,0.4177770227246298,0.8485770030964428,0.483578288568507,0.6629738775543289
10,0.36144385126516393,0.6595917291068218,0.44961453181343236,0.9237332596077503
11,0.2917784943930316,0.7348336719787062,0.4082013414016982,0.7728987239490407
12,0.5523555842536113,0.5732252593318553,0.4315340001174526,0.6018315639202729
13,,,,
