,focus,distr,own,office
0,-1.2534749966377927,0.513756904841193,0.9115355211978513,-0.2937122540366162
1,2.7160004680275063,-0.8085787019765948,-11.370583393842955,-0.5205950742817652
2,-0.1433690070286132,16.92798186660548,-0.8159058819521833,-1.1291837793642596
3,-0.274967296666529,4.4885467534776895,-1.2795932429652275,-0.15806318840443148
4,-0.34554142298183016,-6.058028796998791,2.64178606269375,-2.174321036463444
5,0.14268361814041053,-1.4691970049279808,-0.9779612197551112,-0.5221721520092748
6,-0.4255847809042375,-1.052748753853432,-0.18287085743427134,-0.9433915037452554
7,-0.39558742052869816,-1.3048157378030891,0.4445937776846838,-1.1698419514058662
8,-0.6924921123088349,-2.370216440019195,-1.0668462712976663,-0.4095653658631475
9,-0.311921041929404,31.021175711852994,0.6655179437421541,-0.630911840816769
10,-0.9375260399520938,-4.730250392414318,-0.5312956192514905,-0.5553198165043195
11,-0.9538477051248092,-0.1956345088338131,2.7095799940727634,-1.08677400249201
12,-0.6013920522642644,-0.412309742334327,0.6346573079357815,-1.0460937259920091
13,,,,
