,focus,distr,own,office
0,-0.1951851851851852,0.01239222829386763,0.1095871281117183,-0.2346606865778086
1,-0.21287037037037035,0.027947783849423185,0.2969636713215948,-0.1696753838147281
2,-0.20370370370370372,0.024614450516089847,0.10166825685951368,
3,-0.22444444444444442,0.008318154219793556,0.19048659901118917,
4,-0.2157407407407407,-0.03131147540983608,0.06088342440801459,-0.12027062190996618
5,-0.007824074074074094,0.01757741347905281,0.18744133152147727,0.4026460447567005
6,0.15031746031746027,0.010910746812386143,0.35995749848208863,0.32724260560326135
7,0.3352777777777778,0.11081815421979357,0.2673649058894961,0.09806271142336714
8,0.0027777777777777527,-0.004274438372799036,0.0992167577413479,0.22269234105299682
9,0.3026388888888889,0.026466302367941712,0.01292046144505163,0.03957064793130366
10,0.27777777777777773,0.02942926533090467,0.11755009107468124,-0.07298667129268224
11,0.285,0.0518631277647671,0.15736490588949612,0.3391209124815683
12,0.2074074074074074,0.07313296903460836,0.024772313296903475,
13,,,,
