,focus,distr,own,office
0,-0.19270833333333334,0.014244080145719483,0.13727231329690348,-0.24738261485529245
1,-0.21944444444444441,0.029244080145719477,0.1904766783762685,-0.11173887587822015
2,-0.21499999999999997,0.011466302367941703,0.19628024980483996,
3,-0.17680555555555555,-0.01936703096539163,-0.00925546448087429,-0.12027062190996618
4,0.010957341269841252,0.020910746812386145,0.38538518807644495,0.3825534521641079
5,0.3623710317460317,0.07945241347905282,0.2806056466302368,0.14427964264029836
6,0.0027777777777777527,0.01118852459016393,0.09088342440801457,0.1727849336455894
7,0.3077083333333333,0.025910746812386157,0.027550091074681253,0.015443663804319536
8,0.26569444444444446,0.04051392141556075,0.17185564663023684,0.16438546274611848
9,0.2074074074074074,0.07313296903460836,0.024772313296903475,
10,,,,
