PID,distr-focus avg,distr-focus std,own-focus avg,own-focus std,office-focus avg,office-focus std,own-distr avg,own-distr std,office-distr avg,office-distr std,office-own avg,office-own std,focus-distr avg,focus-distr std,focus-own avg,focus-own std,focus-office avg,focus-office std,distr-own avg,distr-own std,distr-office avg,distr-office std,own-office avg,own-office std
P01,-0.14030863172221902,0.12033862709801642,-0.08260333050510274,0.15017699808780355,-0.28641440500318394,0.13131599604163346,0.05770530121711628,0.13013272347636282,-0.1461057732809649,0.18003139558708892,-0.20381107449808117,0.13117751325639973,0.14030863172221902,0.12033862709801642,0.08260333050510274,0.15017699808780355,0.28641440500318394,0.13131599604163346,-0.05770530121711628,0.13013272347636282,0.1461057732809649,0.18003139558708892,0.20381107449808117,0.13117751325639973
P02,0.5273000311464776,1.3367541355862718,0.29613972968443314,0.7556789730090432,0.07468140441360147,0.7819329570544176,-0.23116030146204455,1.320499909431011,-0.45261862673287645,1.305137105525351,-0.2214583252708317,0.1657318543885263,-0.5273000311464776,1.3367541355862718,-0.29613972968443314,0.7556789730090432,-0.07468140441360147,0.7819329570544176,0.23116030146204455,1.320499909431011,0.45261862673287645,1.305137105525351,0.2214583252708317,0.1657318543885263
P03,-3.7694849604634286,6.49353919701714,-0.7903154312014091,7.876948819037026,-2.017725679811442,5.259256361860451,2.97916952926202,7.091842698287025,1.7517592806519873,4.451145503799143,-1.2274102486100322,3.820530738133817,3.7694849604634286,6.49353919701714,0.7903154312014091,7.876948819037026,2.017725679811442,5.259256361860451,-2.97916952926202,7.091842698287025,-1.7517592806519873,4.451145503799143,1.2274102486100322,3.820530738133817
P04,4.290222057916855,5.495446237642445,-473.64947844231966,1418.8169144847739,1.0865554814090106,4.382021127203107,-477.9397005002364,1422.9115946969093,-3.2036665765078434,8.136977370282315,474.7360339237287,1418.4994922881435,-4.290222057916855,5.495446237642445,473.64947844231966,1418.8169144847739,-1.0865554814090106,4.382021127203107,477.9397005002364,1422.9115946969093,3.2036665765078434,8.136977370282315,-474.7360339237287,1418.4994922881435
P05,1.1133911357226143,5.679643554589219,0.6419177076599694,2.7391247300656865,1.4258067078569883,5.570955454250518,-0.4714734280626448,3.3904000648300516,0.31241557213437404,0.25164009135229454,0.7838890001970189,3.312665455870219,-1.1133911357226143,5.679643554589219,-0.6419177076599694,2.7391247300656865,-1.4258067078569883,5.570955454250518,0.4714734280626448,3.3904000648300516,-0.31241557213437404,0.25164009135229454,-0.7838890001970189,3.312665455870219
P07,-0.5912148889030725,1.6149202597090573,-1.2977418561282816,1.5338772622169596,0.9026211209215315,2.929027585433463,-0.7065269672252094,0.5425015066049758,1.493836009824604,3.2688075167416257,2.200362977049813,3.2795601942418005,0.5912148889030725,1.6149202597090573,1.2977418561282816,1.5338772622169596,-0.9026211209215315,2.929027585433463,0.7065269672252094,0.5425015066049758,-1.493836009824604,3.2688075167416257,-2.200362977049813,3.2795601942418005
P08,-1.799308173393897,10.950518475913645,-1.12974041762544,7.0348273975398925,-5.710729736353011,11.502596553439476,0.669567755768458,6.550137709876482,-3.9114215629591156,10.000145890925442,-4.580989318727571,10.474027941189359,1.799308173393897,10.950518475913645,1.12974041762544,7.0348273975398925,5.710729736353011,11.502596553439476,-0.669567755768458,6.550137709876482,3.9114215629591156,10.000145890925442,4.580989318727571,10.474027941189359
P10,0.548842639335042,1.2506422725146573,0.34830421086183777,1.4570192586508002,0.4499945281054991,1.2519985917844898,-0.20053842847320383,0.7883326970710889,-0.09884811122954273,0.1456812886048803,0.10169031724366115,0.7462887970081109,-0.548842639335042,1.2506422725146573,-0.34830421086183777,1.4570192586508002,-0.4499945281054991,1.2519985917844898,0.20053842847320383,0.7883326970710889,0.09884811122954273,0.1456812886048803,-0.10169031724366115,0.7462887970081109
P12,-1.8093437733641138,6.10071799973954,1.0765527893682116,5.342631061796452,0.22025077187286418,0.8457757191243269,2.8858965627323254,7.006519582379482,2.029594545236979,5.536085475714075,-0.8563020174953468,4.891748767008208,1.8093437733641138,6.10071799973954,-1.0765527893682116,5.342631061796452,-0.22025077187286418,0.8457757191243269,-2.8858965627323254,7.006519582379482,-2.029594545236979,5.536085475714075,0.8563020174953468,4.891748767008208
P13,0.9948597003911125,2.117168754010147,-28.334140271985433,93.07741586631316,0.11653072994255058,0.940260525000687,-29.328999972376558,93.0396423442505,-0.8783289704485622,1.8458792053750588,28.45067100192798,93.13239664238866,-0.9948597003911125,2.117168754010147,28.334140271985433,93.07741586631316,-0.11653072994255058,0.940260525000687,29.328999972376558,93.0396423442505,0.8783289704485622,1.8458792053750588,-28.45067100192798,93.13239664238866
P14,0.02113101316677949,0.13484729027264322,0.05409080826562599,0.2361498141143162,-0.25699388330115047,0.4318721068496758,0.03295979509884652,0.2762438519371147,-0.27812489646793004,0.46430472425014796,-0.31108469156677654,0.446491489586244,-0.02113101316677949,0.13484729027264322,-0.05409080826562599,0.2361498141143162,0.25699388330115047,0.4318721068496758,-0.03295979509884652,0.2762438519371147,0.27812489646793004,0.46430472425014796,0.31108469156677654,0.446491489586244
P15,-0.1788611282032404,0.1317020170146137,-0.13776943641138836,0.14055961890592458,-0.15984907315291855,0.14967057844247647,0.04109169179185205,0.1118949990351456,0.019012055050321868,0.13123838837362115,-0.022079636741530174,0.135004512663958,0.1788611282032404,0.1317020170146137,0.13776943641138836,0.14055961890592458,0.15984907315291855,0.14967057844247647,-0.04109169179185205,0.1118949990351456,-0.019012055050321868,0.13123838837362115,0.022079636741530174,0.135004512663958
