,distracting minus focus increasing,own choice minus focus increasing,background noise minus focus increasing,own choice minus distracting,background noise minus distracting,background noise minus own choice
0,-0.009722222222222222,-0.0125,-0.0125,-0.0027777777777777775,-0.0027777777777777775,0.0
1,-0.005555555555555555,-0.005555555555555555,-0.003055555555555555,0.0,0.0025,0.0025
2,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.0025,-0.0025,-0.0025,0.0,0.0,0.0
4,0.0025,0.0002777777777777774,-0.0025,-0.0022222222222222227,-0.005,-0.0027777777777777775
5,0.0,0.0025,0.0027777777777777775,0.0025,0.0027777777777777775,0.0002777777777777774
6,0.005,0.0,0.0,-0.005,-0.005,0.0
7,0.0,0.0,0.024166666666666666,0.0,0.024166666666666666,0.024166666666666666
8,-0.0075,0.0075,-0.0075,0.015,0.0,-0.015
9,0.0,0.016666666666666666,0.0,0.016666666666666666,0.0,-0.016666666666666666
10,,,,,,
