,task 2 minus task 1,task 3 minus task 1,task 4 minus task 1,task 3 minus task 2,task 4 minus task 2,task 4 minus task 3
0,0.0,0.0027777777777777775,0.0125,0.0027777777777777775,0.0125,0.009722222222222222
1,-0.0025,-0.0025,0.003055555555555555,0.0,0.005555555555555555,0.005555555555555555
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0025,0.0,0.0025,0.0025
4,0.0027777777777777775,0.005,0.0025,0.0022222222222222227,-0.0002777777777777774,-0.0025
5,-0.0002777777777777774,-0.0027777777777777775,-0.0027777777777777775,-0.0025,-0.0025,0.0
6,0.0,0.005,0.0,0.005,0.0,-0.005
7,-0.024166666666666666,-0.024166666666666666,-0.024166666666666666,0.0,0.0,0.0
8,0.015,0.0,0.0075,-0.015,-0.0075,0.0075
9,0.016666666666666666,0.0,0.0,-0.016666666666666666,-0.016666666666666666,0.0
10,,,,,,
