,distr-focus,own-focus,office-focus,own-distr,office-distr,office-own
0,0.13137587909599885,-0.12795477660351834,3.368575108346635,-0.2593306556995172,3.237199229250636,3.4965298849501534
1,-2.176651537118778,0.12408260848080754,94.19656767203035,2.3007341455995856,96.37321920914914,94.07248506354955
2,1.164875043175932,1.6427436124605852,,0.477868569284653,,
3,-0.6063647956159798,-0.4223070360911567,-1.2745464174443244,0.18405775952482306,-0.6681816218283446,-0.8522393813531677
4,-0.7320539905188874,-1.8330039258166588,-1.4231105428115844,-1.1009499352977714,-0.691056552292697,0.4098933830050745
5,-0.657756174570509,-1.0799702958144024,-0.4265941303302231,-0.42221412124389346,0.23116204424028586,0.6533761654841793
6,-0.7383903272259777,-0.7831746110755771,-0.6882283849101689,-0.04478428384959937,0.05016194231580878,0.09494622616540815
7,0.1241604636827085,-0.5918922919072447,0.277034816598395,-0.7160527555899532,0.15287435291568652,0.8689271085056397
8,0.26870473333396927,-0.24084843437699935,0.2794743253453946,-0.5095531677109686,0.010769592011425355,0.520322759722394
9,-0.1115239811842828,-0.06785647718421839,,0.04366750400006442,,
10,,,,,,
