,focus,distr,own,office
0,0.007859744990892537,0.03836065573770493,0.03280510018214937,0.03961065573770492
1,0.030359744990892543,0.016693989071038254,0.021138433515482703,0.02641621129326048
2,0.007581967213114755,0.015860655737704923,0.028638433515482706,0.05641621129326048
3,0.022581967213114756,0.04197176684881604,0.013916211293260476,0.046138433515482705
4,0.015359744990892535,0.018360655737704925,0.04669398907103826,0.06502732240437159
5,0.01813752276867031,0.036416211293260475,0.00336065573770492,0.04086065573770492
6,-0.004918032786885246,0.020860655737704924,0.0336384335154827,0.051971766848816034
7,0.005359744990892533,0.018638433515482698,0.028360655737704923,0.013360655737704924
8,0.002581967213114756,0.03336065573770492,0.04863843351548271,0.016138433515482702
9,0.01508196721311476,0.048360655737704934,0.04558287795992715,-0.001639344262295082
10,,,,
