p_id,programming_task,music_cond,interval_30,interval_31,interval_32,interval_33,interval_34,interval_35
P13,2,3,1.2826569290523007,1.1892372184075577,65.13475014981282,1.3830954407975677,-4.647874731790392,0.9372643798615579
P01,1,3,0.6417439460654127,0.4687751726996141,0.42083802508651136,0.7633420278657593,0.5681308991982084,0.4200982111430349
P10,3,3,-0.2303993522533389,-2.809874019004095,8.130307148183718,-4.974116456528907,-0.3369814842724594,-3.0950911717726504
P08,4,1,-1.7008394738539214,-1.5743450799861065,-3.771504192269348,5.0220154858130535,-0.3934962166359398,1.0673469473813157
P08,3,2,1.3833541496482296,46.84111132221826,-0.6983592996159697,-1.596920645153853,8.359302364744574,-0.03763166331732494
P10,4,4,-0.17637858108603094,-0.4589922385575348,-0.4104630847402439,-0.5057364303144428,-0.05078523336096755,-0.20510498714667194
P05,1,4,0.9971192084525176,0.6361448473599808,0.872144807167584,0.8119035068191612,0.7734175990694651,0.7385367981815629
P14,3,3,0.48360941349982933,0.5837078006308876,0.6564873843682341,0.725052501540863,0.6209444935596086,0.5712313667694116
P15,4,2,0.6170400666438668,0.30733313271344753,0.4549403108014613,0.3051606488681218,0.35405412061373576,0.31433058751540266
P12,2,2,0.9807485087609639,0.2468113107752962,0.9810085792714407,0.9730929056796749,1.6236358031127245,0.8186616169278091
P11,3,1,-0.3960206933054587,0.3006881150363182,0.014665046023861492,-0.13447112198926384,-0.10198395707926713,0.22776651681709129
P09,4,3,3.9592568042830663,2.4992173032897784,1.4621583327627143,1.3488990864890498,1.2533853001552222,1.7874402004103878
P13,4,4,0.5135139491899444,1.000386647814771,0.33243323301037625,0.9462777894051294,0.8657165467935715,0.8041009258054914
P08,2,3,1.4410345259909056,0.3759517446530351,1.9927607199007094,0.3796874100352912,0.928136049137593,1.6153651836823062
P14,2,2,0.5932354896335742,0.5766791595718789,0.6353683304652886,0.6143007588538913,0.9221752516907264,0.902334403815006
P06,1,3,0.1634554035314845,0.8120706788600935,1.5639856096069849,-0.2690767844482535,0.9717136602798878,0.6818818795481497
P12,3,1,0.31505914352521625,-0.5356767530880567,-0.2185454716981524,-0.2941877347545035,-0.26458745773315645,0.6694106142694506
P03,1,4,-0.7875361433000471,-0.42975016905980407,-0.4457255150827498,-0.30626942994845213,-1.6723212266012288,-0.3936626387081448
P12,4,4,0.7744772180505881,0.42071533632949476,-0.18170666133719818,0.20677380942952878,0.8752132113956276,0.36451393030085266
P09,2,4,-2.3115857228392014,-0.6207514486584845,-0.8035721749772247,-1.2358579106287397,5.5887785705459825,7.624508080863945
P15,2,3,0.4356565838063633,0.563008982569674,0.4630366242391732,0.4363532969233263,0.39291200711589014,0.5840822433795989
P07,1,2,0.768391996892012,0.5977548762463789,0.6722059876651533,0.6675343754176876,0.7312459280678107,0.28536909921754045
P10,2,2,0.02206008213138766,-0.08438808696150973,-0.21581423337673697,-0.5982123563609069,-0.06626355324103239,-0.07863007692559745
P02,1,3,0.7837189834445012,0.8213454183499549,0.6267676280188228,0.5713861981108198,0.7018297720176256,0.7586456675362305
P13,3,2,1.0038655656287014,1.302052693985873,0.9129603282453911,1.040735579472786,0.8087118145051051,0.6225466895235177
